subj_length,subj_urgency,subj_is_reply_fwd,body_length,body_has_html,tfidf_00,tfidf_09,tfidf_0d,tfidf_10,tfidf_11,tfidf_12,tfidf_19,tfidf_20,tfidf_2002,tfidf_2015,tfidf_3d,tfidf________________________________________________,tfidf_access,tfidf_account,tfidf_address,tfidf_aol,tfidf_army,tfidf_click,tfidf_cnet,tfidf_com,tfidf_content,tfidf_date,tfidf_dear,tfidf_don,tfidf_edu,tfidf_email,tfidf_exmh,tfidf_file,tfidf_free,tfidf_gif,tfidf_gov,tfidf_group,tfidf_help,tfidf_home,tfidf_hostedemail,tfidf_hotmail,tfidf_html,tfidf_http,tfidf_https,tfidf_id,tfidf_ilug,tfidf_information,tfidf_jose,tfidf_just,tfidf_know,tfidf_like,tfidf_linux,tfidf_list,tfidf_listinfo,tfidf_lists,tfidf_ll,tfidf_mail,tfidf_mailing,tfidf_mailman,tfidf_make,tfidf_message,tfidf_messages,tfidf_mil,tfidf_monkey,tfidf_need,tfidf_net,tfidf_new,tfidf_news,tfidf_online,tfidf_org,tfidf_people,tfidf_razor,tfidf_received,tfidf_rpm,tfidf_said,tfidf_security,tfidf_sent,tfidf_server,tfidf_service,tfidf_software,tfidf_sourceforge,tfidf_spam,tfidf_spamassassin,tfidf_subject,tfidf_text,tfidf_think,tfidf_time,tfidf_type,tfidf_uk,tfidf_update,tfidf_usaa,tfidf_use,tfidf_users,tfidf_using,tfidf_ve,tfidf_version,tfidf_want,tfidf_way,tfidf_web,tfidf_work,tfidf_world,tfidf_wrote,tfidf_www,tfidf_yahoo,tfidf_zdnet,url_count,url_has_ip,url_has_shortener,label
33,0,0,1608,0,0.0,0.258251055841107,0.0,0.0,0.0,0.0,0.0,0.0,0.0747827104348893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12346074969731732,0.0,0.0,0.0,0.10119416298358257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11657538317864072,0.2894002647241194,0.0,0.0,0.0,0.0,0.0,0.09095479063697892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09397781771705047,0.37489183701237455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28176045357896734,0.11773608930809358,0.0,0.1375517138670996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23009419084444407,0.0995581719967159,0.0,0.0,0.0,0.0,0.6566355407904942,0.0,0.0,0.0,0.0,0.0,0.11314711383297853,0.0,0.0,0.0,0.09225681016621273,0.14046385380699475,0.0,0.0,0,0,0,0
70,1,0,252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6750962805588175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24790051268535113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6219311969282983,0.0,0.200058156599853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23657698123696078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
26,0,1,628,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1865477705808113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16767185889689712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.819979473517294,0.0,0.0,0.0,0.0,0.0,0.434084424037213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21763717249603792,0.0,0.0,0.0,0.0,0.17007208469322738,0.0,0.0,0.0,0,0,0,0
20,0,1,635,0,0.1888456970711278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15946137486381234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1672331507149206,0.0,0.0,0.0,0.0,0.0,0.09245716359362706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16984680188250234,0.49592923316781895,0.1201038699769519,0.1697197846655786,0.0,0.0,0.15266036440077788,0.13385718396850485,0.0,0.0,0.0,0.0,0.0,0.0,0.1460622015685332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6600342888086971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15903347918768618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1978853397262849,0.14737033841857486,0.0,0.0,0.0,0,0,0,0
7,0,0,875,0,0.19253722903342363,0.21029617809538417,0.0,0.0,0.0,0.0,0.0,0.0,0.12179247934418519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5026760436966234,0.0,0.16963860027794608,0.0,0.16480665027059654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1898567846131598,0.4713225230623619,0.0,0.0,0.0,0.0,0.0,0.0,0.18081018425078696,0.0,0.0,0.12640589887896495,0.0,0.0,0.19289161265647792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20458051991885254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4575239627958634,0.0,0.0,0,0,0,0
65,0,0,861,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26169140089125353,0.0,0.33117474595695534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412908655158452,0.24536886704358007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20340300221025423,0.14328954614165615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0994161388860901,0.0,0.0,0.0,0.13624293383793482,0.0,0.11991514225511653,0.13692576201919834,0.0,0.0,0.0,0.29773173067112363,0.0,0.0,0,0,0,0
31,0,0,631,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14097153684581562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18296144266768094,0.0,0.0,0.0,0.0,0.16664313893636287,0.0,0.0,0.0,0.16462448450952297,0.16347317280225526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13765840121320616,0.0,0.3288189987676125,0.10617760662255045,0.15004046527180118,0.0,0.0,0.13495911598278681,0.11833619870648379,0.0,0.0,0.0,0.0,0.0,0.0,0.2582520443936319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7780028080468826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
34,0,0,5504,0,0.04282007175090329,0.0,0.0,0.0,0.0,0.047883095189745165,0.0,0.0,0.054173031682439844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3353838273243202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07583901167782915,0.0,0.04802518762240813,0.0,0.0,0.38001549426620324,0.545072423939303,0.0,0.05294198160901556,0.0,0.0,0.0,0.03294409046016571,0.08042397931850065,0.035307509783580465,0.0,0.028112535362161475,0.0,0.0,0.0,0.0,0.0,0.0,0.28699609092829487,0.0,0.0,0.0,0.0,0.0,0.0,0.06951503655394511,0.14691196191203432,0.0,0.17009076351368782,0.04264435495292143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17839144200334822,0.0,0.0,0.03397647258704147,0.0,0.03987406061551716,0.0,0.0,0.0,0.04098221465098765,0.0,0.08422291504318201,0.04486977769125395,0.0,0.4833259666812737,0.0,0.0,0,0,0,0
43,0,0,14154,0,0.0,0.0,0.0,0.038689198587681474,0.0,0.0,0.0,0.0968641209621642,0.05310576511160957,0.0,0.0,0.0,0.0,0.0,0.043611561141469975,0.0,0.0,0.0,0.0,0.08767370874632116,0.0,0.03698417056920249,0.0,0.2874457702225715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03717245108293356,0.0,0.0,0.0,0.0,0.0413920870270603,0.08220521771570617,0.0,0.0,0.0,0.0,0.043633292894287246,0.19377034019976594,0.039419770524063875,0.1730595706950689,0.0,0.0,0.02669659222769716,0.0,0.12616119725405148,0.0,0.0,0.02975366786965966,0.20095854391339388,0.0,0.0,0.0,0.0,0.039483792575963426,0.0,0.17036379026187157,0.0,0.0,0.033347958769456176,0.08360843124827508,0.0,0.0,0.0,0.7049294052988099,0.0,0.0,0.0,0.0,0.32994610750713593,0.0,0.0,0.0,0.0,0.0,0.04084944227573115,0.17674917324647274,0.0,0.0,0.0,0.0,0.033307099796545885,0.0,0.11726549713001219,0.0774086840679964,0.0,0.1257564305427189,0.04017482126100745,0.0,0.12384545052371794,0.13195738547456642,0.0,0.0748111466898529,0.0,0.0,0,0,0,0
50,0,0,1142,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5892252041579779,0.1710535614694147,0.0,0.0,0.1343646351935728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46978026025068076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34227759579598344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13087789959565566,0.0,0.0,0.34382420146294196,0.0,0.0,0.0,0.0,0.0,0.2615951810001365,0.0,0.0,0.19156094314629327,0.0,0.0,0.0,0.16486751475669317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
23,0,0,953,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29322450349656176,0.0,0.0,0.23033138336132683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20132741227536805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9057781833619952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
30,0,0,267,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18748911717513758,0.0,0.0,0.0,0.17101717071320766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494822109427139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25908600242748064,0.0,0.0,0.21782274013998873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6564209630630494,0.0,0.0,0.0,0.0,0.0,0.49943127887485345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22265923299982054,0.0,0.0,0.1752398512943285,0.1951345728182215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
22,0,1,767,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27500679052488763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2578537330251196,0.0,0.0,0.0,0.0,0.0,0.40520060209033687,0.0,0.0,0.0,0.0,0.33495761735065055,0.0,0.0,0.0,0.0,0.37331422722650204,0.0,0.0,0.0,0.0,0.0,0.49539645256636683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4435283832062541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
52,0,1,581,0,0.0,0.3794807455553087,0.0,0.0,0.0,0.0,0.0,0.0,0.10988763867025167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15383613679246372,0.0,0.0,0.0,0.0,0.0,0.0850504388946097,0.0,0.0,0.3767608734964156,0.13817828724662037,0.0,0.0,0.0,0.0,0.6249616355718858,0.11405011061927485,0.11048237321423728,0.15612356699963784,0.0,0.13937998223276407,0.0,0.12313391200011434,0.0,0.0,0.18362523675357914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1895290069338697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13783959387101336,0.1452729697847633,0.0,0.0,0.0,0.0,0.1662612800359191,0.0,0.17084252013572485,0.0,0.0,0.10320060026985128,0.0,0.0,0,0,0,0
20,0,0,1626,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2799516183395526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24469932868065644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2728545067954158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27522744033871227,0.0,0.0,0.0,0.27268692944315664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7982427216387227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
